497,500,399,600,500,500,613,388,504,497
501,504,399,602,500,500,613,390,508,501
506,509,399,604,500,500,613,392,513,506
510,513,399,606,500,500,613,394,517,510
515,518,399,609,500,500,613,397,522,515
520,523,399,611,500,500,613,399,527,520
524,527,399,613,500,500,613,401,531,524
529,532,399,616,500,500,613,404,536,529
534,537,399,618,500,500,613,406,541,534
538,541,399,620,500,500,613,408,545,538
538,541,399,620,500,500,613,408,545,538
538,541,393,620,500,477,607,431,545,538
538,541,386,620,500,454,600,455,545,538
538,541,379,620,500,431,593,478,545,538
538,541,372,620,500,408,586,501,545,538
538,541,365,620,500,385,579,524,545,538
538,541,358,620,500,362,572,547,545,538
538,541,351,620,500,338,565,570,545,538
538,541,344,620,500,315,558,594,545,538
538,541,337,620,500,292,551,617,545,538
538,541,337,620,500,292,551,617,545,538
538,541,337,611,500,274,551,626,545,538
538,541,337,602,500,255,551,635,545,538
538,541,337,594,500,237,551,644,545,538
538,541,337,584,500,218,551,654,545,538
538,541,337,575,500,200,551,663,545,538
538,541,337,566,500,181,551,672,545,538
538,541,337,557,500,163,551,681,545,538
538,541,337,547,500,144,551,691,545,538
538,541,337,538,500,125,551,700,545,538
538,541,337,538,500,125,551,700,545,538
529,532,337,538,500,125,551,700,536,529
520,523,337,538,500,125,551,700,527,520
510,513,337,538,500,125,551,700,517,510
501,504,337,538,500,125,551,700,508,501
493,496,337,538,500,125,551,700,500,493
484,487,337,538,500,125,551,700,491,484
474,477,337,538,500,125,551,700,481,474
465,468,337,538,500,125,551,700,472,465
456,459,337,538,500,125,551,700,463,456
456,459,337,538,500,125,551,700,463,456
456,459,337,538,500,167,551,658,463,456
456,459,337,538,500,209,551,617,463,456
456,459,337,538,500,250,551,575,463,456
456,459,337,538,500,292,551,533,463,456
456,459,337,538,500,334,551,492,463,456
456,459,337,538,500,375,551,450,463,456
456,459,337,538,500,417,551,408,463,456
456,459,337,538,500,459,551,368,463,456
456,459,337,538,500,500,551,326,463,456
456,459,337,538,500,500,551,326,463,456
460,463,344,545,500,500,558,333,467,460
465,468,351,552,500,500,565,340,472,465
470,473,358,559,500,500,572,347,477,470
474,477,365,566,500,500,579,354,481,474
479,482,372,573,500,500,586,361,486,479
484,487,379,580,500,500,593,368,491,484
488,491,386,587,500,500,600,375,495,488
493,496,393,594,500,500,607,382,500,493
497,500,399,600,500,500,613,388,504,497
