497,500,399,600,500,500,613,388,504,497
501,504,399,613,500,500,613,401,508,501
506,509,399,627,500,500,613,415,513,506
510,513,399,640,500,500,613,428,517,510
515,518,399,654,500,500,613,442,522,515
520,523,399,667,500,500,613,455,527,520
524,527,399,681,500,500,613,469,531,524
529,532,399,694,500,500,613,482,536,529
534,537,399,708,500,500,613,496,541,534
538,541,399,722,500,500,613,510,545,538
538,541,399,722,500,500,613,510,545,538
538,541,403,722,500,500,617,510,545,538
538,541,407,722,500,499,621,511,545,538
538,541,411,722,500,499,625,512,545,538
538,541,416,722,500,498,630,512,545,538
538,541,420,722,500,497,634,513,545,538
538,541,424,722,500,497,638,513,545,538
538,541,429,722,500,496,643,514,545,538
538,541,433,722,500,495,647,515,545,538
538,541,437,722,500,495,651,515,545,538
538,541,437,722,500,495,651,515,545,538
538,541,437,712,500,476,651,525,545,538
538,541,437,703,500,458,651,534,545,538
538,541,437,694,500,439,651,543,545,538
538,541,437,685,500,421,651,552,545,538
538,541,437,675,500,402,651,562,545,538
538,541,437,666,500,384,651,571,545,538
538,541,437,657,500,365,651,580,545,538
538,541,437,647,500,346,651,590,545,538
538,541,437,638,500,328,651,599,545,538
538,541,437,638,500,328,651,599,545,538
529,532,437,638,500,328,651,599,536,529
520,523,437,638,500,328,651,599,527,520
510,513,437,638,500,328,651,599,517,510
501,504,437,638,500,328,651,599,508,501
493,496,437,638,500,328,651,599,500,493
484,487,437,638,500,328,651,599,491,484
474,477,437,638,500,328,651,599,481,474
465,468,437,638,500,328,651,599,472,465
456,459,437,638,500,328,651,599,463,456
456,459,437,638,500,328,651,599,463,456
456,459,437,638,500,347,651,580,463,456
456,459,437,638,500,366,651,560,463,456
456,459,437,638,500,385,651,541,463,456
456,459,437,638,500,405,651,522,463,456
456,459,437,638,500,424,651,503,463,456
456,459,437,638,500,443,651,484,463,456
456,459,437,638,500,462,651,465,463,456
456,459,437,638,500,481,651,445,463,456
456,459,437,638,500,500,651,426,463,456
456,459,437,638,500,500,651,426,463,456
460,463,433,634,500,500,647,422,467,460
465,468,429,630,500,500,643,418,472,465
470,473,424,625,500,500,638,413,477,470
474,477,420,621,500,500,634,409,481,474
479,482,416,617,500,500,630,405,486,479
484,487,411,612,500,500,625,400,491,484
488,491,407,608,500,500,621,396,495,488
493,496,403,604,500,500,617,392,500,493
497,500,399,600,500,500,613,388,504,497
